,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
21-5932,Mairie de BELLAC,None,,,FRI23,Hôtel de Ville,87300,BELLAC,,(+33) -05-55-68-10-61,,(+33) -05-55-68-78-74,servicestech.bellac@wanadoo.fr,https://www.centreofficielles.com,https://www.centreofficielles.com,,,,,False,True,,False,True
21-7151,CHU DE LILLE,None,,Direction des achats - Plateforme Logistique Courtois - Cellule des marchés - Achats généraux,FRE11,CS 70001,59037,Lille cedex,,(+33) -03-20-44-54-36,,(+33) -03-20-44-65-14,thibault.delcroix@chru-lille.fr,https://www.chu-lille.fr/,,,,,,False,True,,False,True
21-17906,COMMUNE DE SENE,None,,,FRH04,PLACE DE LA FRATERNITE,56400,SENE,,(+33) 2-97-66-90-62,,,contact@sene.bzh,http://www.sene.bzh,http://www.megalisbretagne.org,,,,,False,True,,False,True
21-21892,Groupe CCIR Paris Ile-de-France,None,"M. PASSEVANT Romain, Groupe CCIR Paris Île-de-France",,,47-49 Rue de Tocqueville,75017,Paris,,,,,,http://cci-paris-idf.fr,https://www.marches-publics.gouv.fr/?page=entreprise.AccueilEntreprise,,,,,False,False,,False,False
21-19226,Préfecture région BFC,None,Paul HOUSSEMENT,,,53 rue de la préfecture,21041,Dijon Cedex,,,,,,,,,,,,False,False,,False,False
21-1528,CHBR REG METIERS ARTISANAT NOUV AQUIT,None,,,FRI,46 rue du Général de Larminat CS81423,33073,Bordeaux,,(+33) -57-22-57-21,,,a.somolinos@artisanat-nouvelle-aquitaine.fr,https://www.artisanat-nouvelle-aquitaine.fr/,,,,,,False,True,,False,True
21-12923,Ville de Paris,21750001600019,,Elodie Piquemal,FR101,7 avenue de la Porte d'Ivry,75013,Paris,,(+33) 1-42-76-21-49,,(+33) 1-42-76-38-19,dfaassurances@paris.fr,http://www.paris.fr,https://marches.maximilien.fr,,,,,False,True,,False,True
21-11946,Ville - Les Ponts-de-Cé,None,,Nathalie PRODHOMME,FR,7 rue Charles de Gaulle,49130,LES PONTS DE CE,,(+33) 2-41-79-75-57,,,nathalie.prodhomme@ville-lespontsdece.fr,http://alm.marches-securises.fr,http://alm.marches-securises.fr,,,,,False,True,,False,True
21-42257,,,,,,,,,,,,,,,,,,,,,,,,
21-10482,SOC AEROPORTUAIRE GUADELOUPE POLE CARA,78991860400016,,,FRY1,Morne Mamiel,97139,Les Abymes,,,,,correspondre@aws-france.com,http://www.sagpc.fr,http://www.agysoft.marches-publics.info,,,,,False,True,,False,True
21-1298,EAU DE PARIS,51061105600233,,,FR101,19 Rue Neuve Tolbiac,75013,Paris,,,,,sach-edp@eaudeparis.fr,http://www.eaudeparis.fr,https://www.marches-publics.info,,,,,False,True,,False,True
21-2031,Mairie de Savenay,21440195200129,,,FRG01,Hôtel de Ville BP 22,44260,Savenay,,,,,mairie@ville-savenay.fr,https://www.ville-savenay.com/,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
21-1457,MSA du Languedoc,52033551400011,,,FRJ1,10 cité des Carmes,48007,Mende cedex,,,,,marchespublicsmsa.grprec@languedoc.msa.fr,https://languedoc.msa.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
21-4120,COMMUNE DE CASTELNAUDARY,None,,,FRJ11,"20, COURS DE LA REPUBLIQUE BP 1100",11491,CASTELNAUDARY,,,,,castelnaudary@gmail.com,http://www.villecastelnaudary.fr,https://marchespublics.aude.fr/,https://www.marchespublics.aude.fr,,,,True,False,,False,True
21-4371,Ville de Margny-les-Compiègne,None,,,FR,117 avenue Octave Butin,60280,margny les compiegne,,,,,service.marches@agglo-compiegne.fr,https://marches.agglo-compiegne.fr,https://marches.agglo-compiegne.fr,,,,,False,True,,False,True
21-29310,Ville de leognan,None,,,FRI12,11 cours du Maréchal de Lattre de Tassigny,33850,Leognan,,,,,nathalie.larrue@mairie-leognan.fr,http://leognan.fr,,,https://demat-ampa.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&id=565688&orgAcronyme=e3a,https://demat-ampa.fr,,False,True,,False,True
21-11705,Communauté d'Agglomération Espace Sud,None,,M. Le Président,FR,lotissement les Frangipaniers,97228,SAINTE-LUCE,,(+33) 5-96-62-53-53,,(+33) 5-96-62-56-01,marches-publics@espacesud.fr,https://www.marches-publics@espacesud.fr,https://www.marches-securises.fr,,,,,False,True,,False,True
21-27169,Ville du Passage d'Agen,21470201100013,,Cellule Marchés Publics,FRI14,Place du Général de GaulleCS 70004,47901,AGEN CEDEX 9,,(+33) 5-53-77-18-77,,(+33) 5-53-98-14-77,mairie@ville-lepassage.fr,http://www.ville-lepassage.fr/,http://ville-lepassage.e-marchespublics.com,,,,,False,True,,False,True
21-10650,Région Hauts-de-France,None,,,FRE,,59000,LILLE,,,,,contactachatpublic@hautsdefrance.fr,https://marchespublics596280.fr/,https://marchespublics596280.fr/,,,,,False,True,,False,True
21-34904,Université Paris Est Marne-la-Vallée,None,,,FR102,5 boulevard Descartes,77454,Marne-la-vallée cedex 2,,(+33) 1-60-95-74-04,,,marchespublics@u-pem.fr,https://www.univ-gustave-eiffel.fr/,,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=724489&orgAcronyme=f2h,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=724489&orgAcronyme=f2h,,False,True,,False,True
21-5483,Commune de Six-Fours-les-Plages,21830129900010,,,FRL05,"Hôtel de Ville, Place du 18 Juin 1940",83140,Six-Fours-Les-Plages,,,,,secretariat.marches@mairie-six-fours.fr,http://www.marches-publics.info,http://www.marches-publics.info,,,,,True,False,,False,True
21-23668,Laval Agglomération,None,,Service commande publique,FRG03,1 place du Général Ferrié CS 60809,53008,Laval cedex,,(+33) -02-43-49-45-57,,,commande.publique@laval.fr,https://agglo-laval.achatpublic.com,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
21-10668,Mairie de Sarrians,None,,,FRL06,1 place du 1er Août 1944,84260,Sarrians,,(+33) 4-90-12-21-21,,,achatsmarches@ville-sarrians.fr,http://www.ville-sarrians.fr/,https://ville-sarrians.e-marchespublics.com,,,,,False,True,,False,True
21-8522,Eau 17,None,,Jérôme PITHON,FRI32,131 Cours Genêt - CS 50517,17119,SAINTES CEDEX,,(+33) -05-46-92-39-02,,,secretariat@eau17.fr,https://www.eau17.fr,https://www.marches-securises.fr,,,,,False,True,,False,True
21-22503,Amiens Métropole,None,Service Marchés Publics,,,Direction des Affaires juridiques et générales3eme étage aile ouestPlace de l'hôtel de villeBP 2720,80027,Amiens,,03-22-97-41-16,74116,03-22-97-11-94,m.hugon@amiens-metropole.com,,,,,,,False,False,,False,False
21-7307,Cté de Communes de Petite Camargue,None,,,FR,,30600,Vauvert,,,,,marchepublic@cc-petitecamargue.fr,https://www.petitecamargue.fr,https://www.webmarche.adullact.org,,,,,False,True,,False,True
21-22887,COMMUNE DE BASTIA,21200033500019,,,FRM,Avenue Pierre Giudicelli,20410,Bastia,,(+33) 4-95-55-97-02,,,marches@bastia.corsica,http://www.bastia.corsica/marches-publics,http://www.bastia.corsica/marches-publics,,http://www.bastia.corsica/marches-publics,http://www.bastia.corsica/marches-publics,,False,True,,False,True
21-3889,INST NAT DE LA PROPRIETE INDUSTRIELLE,None,,,FR105,"15, rue des minimes - CS50001",92677,Courbevoie cedex,,(+33) 1-56-65-89-98,,,achats@inpi.fr,http://www.inpi.fr,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=635356&orgAcronyme=a4n,,,,,False,True,,False,True
21-24555,SDIS du Var,None,,,FRL05,Centre Jacques Vion87 boulevard Colonel Michel Lafourcade,83300,Draguignan,,(+33) 4-94-60-37-00,,,gfincp_marches@sdis83.fr,https://www.sdis83.fr,https://www.marches-securises.fr,,https://www.marches-securises.fr,https://www.marches-securises.fr,,False,True,,False,True
21-36940,Ville de La Croix saint Ouen,None,Jean Desessart,,,65 route Nationale,60610,la croix saint ouen,,,,,,https://marches-agglo-compiegne.safetender.com,https://marches-agglo-compiegne.safetender.com,,,,,False,False,,False,False
21-8797,Com. de Communes du Haut-Chablais,24740068200016,,,FRK28,"18, route de l'église",74430,Le Biot,,(+33) 4-50-72-14-54,,,info@hautchablais.fr,http://www.cc-hautchablais.fr,http://www.mp74.fr,,,,,False,True,,False,True
21-1910,Ville de Quillan (11),None,,,FRJ11,17 rue de la Mairie,11500,Quillan,,(+33) 4-68-20-00-44,,(+33) 4-68-20-90-28,dst@ville-quillan.fr,https://quillan.fr/fr,,,https://private.e-marchespublics.com/,https://private.e-marchespublics.com/,,False,True,,False,True
21-34660,S.E.R.S.,None,Eric Hartweg Directeur Général,,,10 rue Oberlin - B.P. 20165,67004,Strasbourg Cédex,,03-88-37-88-88,,,sers@sers.eu,http://www.sers.eu,,,,,,False,False,,False,False
21-9491,Ville de Trouville-sur-Mer,21140715000013,,,FR,164 BLD FERNAND MOUREAUX,14360,TROUVILLE SUR MER,,(+33) 2-31-14-41-79,,(+33) 2-31-14-41-70,jerome.hommais@mairie-trouville-sur-mer.fr,https://www.trouville.fr,https://demat.centraledesmarches.com,,,,,True,False,,False,True
21-3797,ETS PUBLIC FONCIER LOCAL DU DAUPHINE,44759310400014,,,FRK24,"Le Forum - Cs 50053, 3 rue Malakoff",38031,Grenoble,,,,,correspondre@aws-france.com,http://www.lametro.fr,http://agysoft.marches-publics.info,,http://agysoft.marches-publics.info,http://agysoft.marches-publics.info,,False,True,,False,True
21-5793,CCAS de Villeurbanne,26691018100012,,,FRK26,Hôtel de Ville de Villeurbanne,69601,Villeurbanne Cedex,,(+33) 4-78-03-69-49,,,oriane.pasdeloup@mairie-villeurbanne.fr,http://marches-publics.villeurbanne.fr,http://marches-publics.villeurbanne.fr,,,,,False,True,,False,True
21-6390,SDIS 56,28560047400032,,Bureau achats et marchés publics,FRH04,40 rue Jean JaurèsPIBS - CP 62,56038,VANNES CEDEX,,(+33) 2-97-68-68-07,,,achats@sdis56.fr,http://www.sdis56.fr/,https://sdis56.e-marchespublics.com,,,,,False,True,,False,True
21-8057,Conseil Départemental Haute-Garonne,None,,,FRJ23,"1, boulevard de la marquette",None,Toulouse,,,,,dcp-mpfs@cd31.fr,https://haute-garonne.fr,https://haute-garonne.marches-publics.info,,https://haute-garonne.marches-publics.info,https://haute-garonne.marches-publics.info,,False,True,,False,True
21-657,CYCLEA,4211975100020,,Service achats,FRY40,24 rue Pierre Brossolette,97420,LE PORT CEDEX,RE,(+26) 2-62-55-23-70,,(+26) 2-62-55-23-71,achat@cyclea.fr,http://www.cyclea.fr/,https://www.achatpublic.com/,,,,,False,True,,False,True
21-17104,Ville de Samoëns,21740258500012,,,FRK28,33 Place des Dents Blanches,74340,Samoens,,,,,f.lievremont@mairiedesamoens.fr,http://www.mairiedesamoens.fr/,http://www.mp74.fr,,,,,False,True,,False,True
21-8081,Université de Strasbourg,FRF11,,,FRF11,18 rue Goethe CS 90032,67081,Strasbourg,,(+33) -68-85-08-31,,,lkiryonchyk@unistra.fr,https://www.unistra.fr,,,,,,False,True,,False,True
21-21,Ville de Saint-Pierre,None,,,FRY40,Direction de la Commande Publique 28 &amp; 30 Rue Auguste BABET,97410,Saint-Pierre,,(+26) -22-62-35-79-00,,(+26) -22-62-35-79-09,dcp@saintpierre.re,http://ville-saintpierre.fr,https://marches-publics.info,,,,,False,True,,False,True
21-19079,Communauté de Communes des Deux Rives,None,,,FRJ28,B.P. 75,82403,VALENCE D'AGEN CEDEX,,,,,channel.morel@cc-deuxrives.fr,https://agysoft.marches-publics.info,,,,https://agysoft.marches-publics.info,,False,True,,False,True
21-28317,CHU DE LILLE,None,,,FRE11,"CS70001, 2 rue Oscar Lambret",59037,Lille cedex,,,,,icoqu@ch-wasquehal.fr,http://Chu-lille.fr,http://www.marches-publics.gouv.fr,,,,,False,True,,False,True
21-23169,Ville de Villerupt,None,,Direction des Services,FRF31,5 Avenue Albert Lebrun,54190,VILLERUPT,,(+33) 3-82-89-33-11,,,technique@mairie-villerupt.fr,http://www.mairie-villerupt.fr/,http://villerupt.e-marchespublics.com,,,,,False,True,,False,True
21-34100,UPPA,None,"Mme PAVOT Béatrice, Responsable service OPIM",,,DAC - Avenue de l'université - BP 576,64012,Pau cedex,,05-59-40-75-39,,05-59-40-77-72,achats-publics@univ-pau.fr,http://www.univ-pau.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
21-13891,Epcnph,None, Roger Monique,,,10 Rue du Cdt l'Herminier,79000,Niort,,05-49-33-60-61,,,m.roger@epcnph.fr,,,,,,,False,False,,False,False
21-30197,Dijon Métropole,24210041000123,,,FRC11,"40 Avenue du Drapeau , Cs 17510",21075,Dijon,,,,,correspondre@aws-france.com,https://www.metropole-dijon.fr,http://www.marches-publics.info/,,,,,True,False,,True,False
21-8747,Syndicat mixte EDEN 62,None,,,FRE12,2 rue Claude BP 113,62240,Desvres,,(+33) 3-21-32-13-74,,,steeve.ansel@eden62.fr,http://Eden62.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
21-19090,C.A.P.L.,None,,,FRL03,CS 50044,06414,Cannes Cedex,,(+33) 4-89-82-27-00,,,marches.publics@cannespaysdelerins.fr,http://www.cannespaysdelerins.fr,http://www.cannespaysdelerins.fr,,,,,False,True,,False,True
21-2681,Chartres Métropole,20003318100047,,Service Marchés Publics,FRB02,Place des Halles,28019,Chartres cédex,,(+33) 2-37-23-40-64,,,marches.publics@agglo-ville.chartres.fr,http://www.chartres-metropole.fr,https://www.c-chartres-marches.fr/,,,,,False,True,,False,True
21-6120,CENTRE HOSPITALIER UNIVERSITAIRE,26140093100018,,"Laëtitia Rizzotto, juriste marchés",FRD11,DRMa - Cellule marchés publics - Avenue Georges Clemenceau - CS 30001,14033,Caen cedex 9,,(+33) 2-31-06-48-85,,(+33) 2-31-06-49-13,rizzottodossin-l@chu-caen.fr,http://www.chu-caen.fr/,http://www.marches-publics.gouv.fr,,,,,False,True,,False,True
20-159171,Centre hospitalier de Valenciennes,None,,André Theillier,FRE11,"Avenue Désandrouin, CS 50479",59322,Valenciennes,,(+33) 3-27-14-35-65,,,theillier-a@ch-valenciennes.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,,,,True,False,,False,True
21-1373,COMMUNE DE PERPIGNAN,21660136900012,,,FRJ15,Place de la Loge,66931,Perpignan Cedex,,(+33) 4-68-66-32-79,,,marchespublics@mairie-perpignan.com,http://mairie-perpignan.fr,https://www.marches-publics.info,,,,,False,True,,False,True
21-8788,SEROC,25140503100062,,,FRD11,ZAC de Bellefontaine 1 rue Marcel Fauvel,14400,Bayeux,,(+33) 2-31-51-69-60,,,accueil@seroc14.fr,http://www.seroc14.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
21-4615,COLMARIENNE DES EAUX SEML,None,,Thomas SCHNELL,FR,18 RUE EDOUARD BENES,68027,COLMAR,,(+33) -03-89-22-94-50,,,thomas.schnell@cdeaux.fr,https://www.cdeaux.fr/,https://www.e-marchespublics.com/,,,,,False,True,,False,True
21-5665,DEPARTEMENT DE L ALLIER,22030001600080,,,FRK11,1 Avenue Victor Hugo,03016,Moulins,,(+33) 4-70-34-40-03,,,correspondance-mp@allier.fr,http://www.allier.fr,http://www.allier.fr,,,,,False,True,,False,True
21-21017,Ville de Clamart,None, Catel Laure,,,1 place Maurice Gunsboug,92140,Clamart,,01-46-62-37-65,,,laure.catel@clamart.fr,http://ville-clamart.e-marchespublics.com,http://ville-clamart.e-marchespublics.com,,,,,False,False,,False,False
21-3634,Autorité des Marchés Financiers,None,,,FR101,17 Place de la bourse,75082,Paris cedex 02,,,,,h.lelievre@amf-france.org,http://www.amf-france.org/,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
21-20643,Hôpital Nord Franche Comté,None,"M. SCHOLLE CELINE, Hôpital Nord Franche Comté",,,100 route de Moval - CS 10499 TREVENANS,90015,Belfort,,03-84-98-26-64,,03-84-98-26-79,celluledesmarches@hnfc.fr,http://www.hnfc.fr,https://www.marches-publics.gouv.fr,,,,,False,False,,False,False
21-9571,SDEE de la Lozère,None,,Aurélie MALLET,FRJ14,12 bd Henri Bourrillon,48000,MENDE,,(+33) 4-66-65-77-61,,,a.mallet@sdee48.fr,http://www.sdee-lozere.fr,https://sdee48.e-marchespublics.com,,,,,False,True,,False,True
21-11149,COMMUNAUTE D AGL ROISSY PAYS DE FRANCE,20005565500019,,,FR108,6 Bis Avenue Charles De Gaulle,95700,Roissy-En-France,,(+33) 1-34-29-03-06,,,servicemarches@roissypaysdefrance.fr,https://www.roissypaysdefrance.fr,https://www.roissypaysdefrance.fr/marches-publics,,,,,False,True,,False,True
21-2079,COMMUNE LE MEE SUR SEINE,21770285100239,,,FR102,Service marchés publics - Hôtel de ville - 555 route de Boissise - BP 90,77350,Le mée sur seine,,(+33) 1-64-87-55-26,,(+33) 1-64-87-55-58,vgobin@lemeesurseine.fr,http://www.lemeesurseine.fr,https://marchesonline.achatpublic.com/sdm/ent/gen/ent_recherche.do,,,,,False,True,,False,True
21-36534,Groupe CCIR Paris Ile-de-France,None,"M. PASSEVANT Romain, Groupe CCIR Paris Île-de-France",,,47-49 Rue de Tocqueville,75017,Paris,,,,,,http://cci-paris-idf.fr,https://www.marches-publics.gouv.fr/?page=entreprise.AccueilEntreprise,,,,,False,False,,False,False
21-17278,COMMUNE DE RIANS,21830104200014,,,FRL05,30 rue de la République,83560,Rians,,(+33) 4-94-72-64-80,,(+33) 4-94-80-57-38,sgmairieriansvar@orange.fr,http://www.mairie-rians.fr,http://agysoft.marches-publics.info,,,,,False,True,,False,True
21-43463,,,,,,,,,,,,,,,,,,,,,,,,
21-17318,HOPITAUX DE PROVENCE,26130008100484,,,FRL04,80 rue Brochier,13295,Marseille,,,,,correspondre@aws-france.com,http://marchespublics.ght13.fr/,http://marchespublics.ght13.fr/,,http://marchespublics.ght13.fr/,http://marchespublics.ght13.fr/,,False,True,,False,True
21-9696,Ville de Strasbourg,None,,,FRF11,"1, Parc de l'Etoile",67076,STRASBOURG CEDEX,,(+33) 3-68-98-51-19,,,marchespublics@strasbourg.eu,https://www.strasbourg.eu,https://alsacemarchespublics.eu,,,,,False,False,,False,False
21-4033,Ville de Meudon,None,,Madame Perrine HECQUET,FR105,6 avenue Le Corbeiller,92195,Meudon cedex,,(+33) 1-41-14-80-57,,,perrine.hecquet@mairie-meudon.fr,http://www.meudon.fr,https://marches.maximilien.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=367930&orgAcronyme=y6u,,,,,False,True,,False,True
21-17837,Société Publique Locale Deux-Rives,None,Mlle FLICKER Julie,,,"1, rue de la Coopérative",67016,Strasbourg cedex,,,,,,https://strasbourgdeuxrives.eu,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
21-13437,Ville de Sainte Maure de touraine,None,,Mme Floriane LE GARRERES,FRB04,16 bis place du Maréchal Leclerc,37800,Sainte Maure de Touraine,,(+33) 2-47-65-40-12,,(+33) 2-47-65-36-98,marchespublics@sainte-maure-de-touraine.fr,http://www.sainte-maure-de-touraine.fr,https://CC-TVV.E-MARCHESPUBLICS.COM,,,,,False,True,,False,True
21-13223,MAIRIE DE REGUSSE,None,,Madame JEROME Gaëlle,FR,Cours Alexandre Gariel,83630,Régusse,,(+33) 4-94-70-17-83,,,gaelle.jerome@mairie-regusse83.fr,http://www.mairie-regusse83.fr,http://www.marches-securises.fr,,,,,False,True,,False,True
21-34778,COMMUNE DE SAINT-OUEN,None," MARION Christophe, Maire",,,4 Rue des Ecoles,41100,SAINT-OUEN,,02-54-73-31-00,,02-54-73-19-65,mairie@saintouen41.fr,http://www.pro-marchespublics.com,,,,,,False,False,,False,False
21-39488,SDIS 91,None,Mme Landeau Sophie,,,1 rond-point de l'Espace BP 218,91007,Evry,,01-78-05-46-00,,,marches-publics@sdis91.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
21-5869,C.C. de la Région de Nozay,None,,,FRG01,9 rue de l'Eglise,44170,NOZAY,,,,,katell.goguer@cc-nozay.fr,http://www.cc-nozay.fr,http://www.synapse-ouest.com,,,,,False,True,,False,True
21-12770,COM COMMUNES PAYS EVIAN VAL ABONDANCE,None,Mme LEI Josiane,,,"851 Avenue des Rives du Léman, CS 10084",74500,PUBLIER,,04-50-74-57-85,,,correspondre@aws-france.com,http://www.cc-peva.fr,http://agysoft.marches-publics.info,,,,,False,False,,False,False
21-36788,Université de Guyane,None,,,FRY30,Campus de Troubiran 2091 ROUTE DE BADUEL BP 792,97337,CAYENNE CEDEX,GF,(+59)4- 5-94-29-99-38,,,marches.publics@univ-guyane.fr,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=726757&orgAcronyme=f2h,https://www.univ-guyane.fr/universite/marches-publics/,,http://www.marches-publics.gouv.fr/index.php?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=726757&orgAcronyme=f2h,http://www.marches-publics.gouv.fr/index.php?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=726757&orgAcronyme=f2h,http://www.marches-publics.gouv.fr/index.php?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=726757&orgAcronyme=f2h,False,True,,False,True
21-11529,COMMUNE DE PALAVAS LES FLOTS,None," JEANJEAN Christian, Maire",,,16 boulevard Maréchal Joffre BP 106,34250,PALAVAS LES FLOTS,,04-67-07-73-00,,04-67-07-73-01,correspondre@aws-france.com,https://www.palavaslesflots.com,http://www.marches-publics.info/avis/index.cfm?IDS=4124,,,,,False,False,,False,False
21-1195,OPH - Var Habitat,47990473200019,,,FRL05,Bp29,83040,Toulon,,(+33) 4-94-61-55-00,,,service-marches@varhabitat.com,http://www.varhabitat.com/,http://www.marches-publics.info,,,,,False,True,,False,True
20-154015,ETS PUB FONCIER P A C A,EPF PACA,,www.epfpaca.com,FRL0,62/64 La Canebière Immeuble Le Noailles,13001,Marseille,,,,,servicemarches@epfpaca.com,http://www.epfpaca.com,http://www.epfpaca.com,,,,,False,True,,False,True
21-23609,OFFICE PUB DE L HABITAT HTES PYRENEES,38101646800013,,,FRJ26,28 Rue des Haras,65000,Tarbes,,(+33) 5-62-44-41-41,,(+33) 5-62-44-05-46,smarches@oph65.fr,http://www.oph65.fr/,https://www.marches-publics.info/,,,,,False,True,,False,True
21-13259,COMMUNE DE LAMORLAYE,None,,,FRE22,24 RUE DU GENERAL LECLERC BP 68,60260,Lamorlaye,,(+33) 3-44-21-64-00,,,marchespublics@ville-lamorlaye.fr,http://www.ville-lamorlaye.fr/,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
